HomeNo|Channel|StartTime|Activity
20|33|20210222101437|Live
79|1|20210222101435|Live
14|52|20210222101428|Playback
21|64|20210222101419|Live
39|94|20210222101416|Playback
48|61|20210222101407|Live
28|37|20210222101358|Live
27|39|20210222101349|Live
89|35|20210222101340|Playback
99|77|20210222101337|Playback
28|4|20210222101328|Live
15|93|20210222101323|Live
30|44|20210222101314|Live
8|62|20210222101312|Playback
53|56|20210222101307|Live
54|63|20210222101301|Live
52|93|20210222101252|Live
33|20|20210222101244|Playback
66|82|20210222101241|Live
81|22|20210222101232|Live
66|33|20210222101226|Playback
25|88|20210222101219|Live
24|38|20210222101215|Live
59|30|20210222101213|Live
6|41|20210222101204|Playback
70|34|20210222101200|Live
79|66|20210222101200|Live
90|71|20210222101155|Live
70|36|20210222101154|Live
43|99|20210222101152|Live
27|44|20210222101146|Live
2|10|20210222101140|Playback
13|53|20210222101132|Live
38|23|20210222101130|Live
98|79|20210222101126|Live
91|52|20210222101120|Live
47|34|20210222101120|Live
94|4|20210222101119|Playback
36|38|20210222101111|Live
58|81|20210222101108|Live
15|69|20210222101103|Playback
37|32|20210222101056|Live
62|46|20210222101048|Playback
72|5|20210222101042|Live
51|2|20210222101042|Live
30|5|20210222101040|Live
79|23|20210222101031|Live
9|30|20210222101024|Playback
12|47|20210222101015|Playback
90|23|20210222101009|Playback
56|91|20210222101003|Live
13|78|20210222100959|Live
76|41|20210222100953|Live
98|36|20210222100953|Live
62|0|20210222100952|Live
45|5|20210222100951|Playback
86|93|20210222100951|Live
30|42|20210222100950|Live
6|77|20210222100942|Live
81|40|20210222100933|Live
14|23|20210222100930|Playback
51|28|20210222100923|Live
35|72|20210222100916|Live
75|42|20210222100915|Live
83|35|20210222100908|Live
5|92|20210222100907|Live
91|53|20210222100901|Live
21|22|20210222100858|Playback
23|52|20210222100852|Live
61|21|20210222100847|Live
62|1|20210222100841|Playback
78|26|20210222100840|Live
42|99|20210222100836|Playback
95|45|20210222100828|Playback
47|30|20210222100822|Playback
53|88|20210222100822|Playback
25|23|20210222100816|Live
75|75|20210222100810|Live
65|36|20210222100801|Live
48|7|20210222100758|Live
36|34|20210222100749|Live
23|85|20210222100741|Playback
7|58|20210222100738|Live
57|66|20210222100731|Live
95|32|20210222100729|Live
11|6|20210222100729|Live
10|28|20210222100726|Live
11|43|20210222100724|Playback
8|71|20210222100718|Live
79|72|20210222100709|Playback
78|82|20210222100706|Live
89|68|20210222100700|Live
41|29|20210222100656|Live
95|18|20210222100647|Live
80|63|20210222100640|Live
64|21|20210222100640|Live
70|28|20210222100632|Live
1|83|20210222100632|Playback
88|73|20210222100629|Live
40|91|20210222100626|Playback
44|76|20210222100619|Playback
8|32|20210222100614|Playback
11|98|20210222100606|Live
99|37|20210222100603|Live
38|26|20210222100556|Playback
9|32|20210222100551|Live
34|9|20210222100551|Live
79|17|20210222100551|Playback
91|2|20210222100549|Playback
6|43|20210222100544|Live
16|49|20210222100538|Playback
31|15|20210222100529|Live
100|85|20210222100523|Live
5|25|20210222100519|Live
58|39|20210222100518|Live
38|16|20210222100517|Live
14|62|20210222100512|Playback
52|71|20210222100511|Live
46|39|20210222100509|Live
82|19|20210222100507|Live
97|56|20210222100458|Live
60|81|20210222100457|Live
63|63|20210222100452|Live
29|71|20210222100452|Live
50|29|20210222100443|Live
76|64|20210222100442|Live
73|1|20210222100441|Playback
58|73|20210222100432|Live
100|88|20210222100432|Playback
77|84|20210222100430|Live
94|16|20210222100428|Live
4|98|20210222100423|Live
66|19|20210222100418|Playback
44|18|20210222100412|Live
45|82|20210222100404|Playback
24|14|20210222100401|Live
6|92|20210222100354|Live
53|19|20210222100354|Live
84|47|20210222100347|Playback
2|41|20210222100344|Live
46|19|20210222100344|Playback
57|13|20210222100335|Live
11|59|20210222100333|Live
43|5|20210222100329|Live
5|30|20210222100320|Live
95|76|20210222100314|Live
10|91|20210222100307|Playback
24|56|20210222100305|Live
94|14|20210222100300|Live
54|14|20210222100254|Live
66|60|20210222100253|Playback
5|78|20210222100250|Playback
47|39|20210222100250|Live
97|41|20210222100248|Live
96|21|20210222100242|Live
18|72|20210222100234|Live
15|24|20210222100227|Live
65|83|20210222100223|Playback
71|33|20210222100223|Live
96|89|20210222100220|Playback
16|62|20210222100217|Live
17|52|20210222100212|Live
88|17|20210222100205|Live
76|47|20210222100200|Live
39|56|20210222100159|Live
24|18|20210222100156|Live
96|81|20210222100150|Live
93|10|20210222100142|Live
42|45|20210222100141|Playback
20|3|20210222100137|Live
40|50|20210222100135|Playback
85|47|20210222100128|Live
37|63|20210222100121|Playback
28|82|20210222100115|Live
35|44|20210222100114|Live
40|17|20210222100107|Playback
39|25|20210222100106|Live
70|45|20210222100105|Playback
99|41|20210222100101|Live
58|63|20210222100052|Live
70|89|20210222100052|Live
45|39|20210222100045|Live
43|48|20210222100041|Live
21|39|20210222100036|Playback
78|65|20210222100033|Playback
79|50|20210222100030|Live
49|26|20210222100027|Live
11|11|20210222100020|Live
4|65|20210222100011|Live
42|2|20210222100006|Live
85|95|20210222095959|Playback
55|71|20210222095953|Live
20|19|20210222095949|Live
66|23|20210222095944|Playback
39|57|20210222095939|Live
68|76|20210222095936|Live
78|24|20210222095935|Playback
40|45|20210222095930|Live
27|18|20210222095927|Playback
19|25|20210222095923|Live
7|72|20210222095922|Playback
69|10|20210222095919|Playback
83|1|20210222095918|Live
9|64|20210222095915|Playback
40|74|20210222095908|Playback
32|98|20210222095907|Playback
83|88|20210222095907|Playback
77|37|20210222095904|Playback
45|47|20210222095857|Live
70|21|20210222095854|Live
100|74|20210222095851|Live
53|21|20210222095845|Playback
23|22|20210222095842|Live
76|19|20210222095833|Live
89|34|20210222095825|Live
69|55|20210222095818|Live
53|70|20210222095813|Live
58|43|20210222095806|Playback
95|34|20210222095804|Live
41|1|20210222095802|Live
46|53|20210222095802|Live
92|38|20210222095758|Live
99|56|20210222095758|Live
90|99|20210222095757|Live
56|30|20210222095753|Live
80|16|20210222095750|Playback
66|87|20210222095744|Live
77|6|20210222095738|Playback
65|38|20210222095733|Live
54|42|20210222095732|Playback
55|57|20210222095732|Live
21|78|20210222095725|Live
85|42|20210222095720|Live
65|56|20210222095720|Live
100|90|20210222095717|Live
45|27|20210222095708|Live
76|23|20210222095659|Live
72|8|20210222095657|Live
24|70|20210222095656|Playback
63|46|20210222095653|Playback
28|15|20210222095651|Playback
82|31|20210222095651|Live
53|70|20210222095645|Live
80|29|20210222095639|Playback
84|82|20210222095634|Live
63|70|20210222095634|Live
71|95|20210222095633|Live
65|73|20210222095626|Playback
93|97|20210222095622|Playback
28|90|20210222095621|Playback
66|72|20210222095612|Live
55|82|20210222095608|Live
84|99|20210222095601|Live
87|77|20210222095601|Live
74|91|20210222095600|Live
18|82|20210222095556|Live
61|63|20210222095554|Playback
54|43|20210222095551|Live
1|20|20210222095548|Playback
30|8|20210222095543|Playback
24|83|20210222095535|Live
39|94|20210222095535|Live
99|31|20210222095535|Playback
72|9|20210222095527|Playback
99|30|20210222095527|Playback
11|0|20210222095524|Live
100|93|20210222095520|Playback
53|73|20210222095512|Live
13|42|20210222095511|Live
85|32|20210222095506|Live
21|47|20210222095458|Live
37|46|20210222095454|Playback
27|34|20210222095449|Live
86|52|20210222095446|Live
23|80|20210222095439|Playback
56|15|20210222095434|Live
6|40|20210222095429|Live
87|43|20210222095424|Live
73|46|20210222095418|Live
47|90|20210222095415|Playback
93|98|20210222095408|Playback
76|63|20210222095400|Live
21|81|20210222095351|Playback
62|33|20210222095347|Live
7|76|20210222095344|Playback
26|71|20210222095343|Live
74|69|20210222095342|Live
10|67|20210222095334|Live
38|99|20210222095330|Live
21|17|20210222095329|Live
65|7|20210222095325|Live
16|99|20210222095318|Playback
80|95|20210222095311|Playback
22|72|20210222095311|Live
16|20|20210222095309|Playback
36|35|20210222095307|Live
77|57|20210222095259|Live
88|51|20210222095252|Live
74|19|20210222095249|Playback
22|66|20210222095246|Live
38|12|20210222095242|Live
30|59|20210222095241|Live
39|34|20210222095241|Live
15|49|20210222095236|Live
74|11|20210222095227|Live
39|11|20210222095218|Live
53|12|20210222095209|Live
28|84|20210222095205|Live
76|64|20210222095158|Live
67|91|20210222095158|Playback
68|20|20210222095150|Playback
60|57|20210222095150|Live
30|6|20210222095146|Live
8|95|20210222095143|Live
64|36|20210222095140|Live
61|83|20210222095131|Playback
42|91|20210222095126|Playback
29|47|20210222095120|Live
70|34|20210222095112|Live
87|51|20210222095111|Live
16|78|20210222095104|Live
32|14|20210222095056|Playback
18|69|20210222095050|Playback
35|13|20210222095041|Playback
72|41|20210222095038|Playback
16|61|20210222095033|Live
41|87|20210222095032|Live
100|60|20210222095030|Live
64|62|20210222095029|Live
7|36|20210222095027|Playback
59|75|20210222095026|Live
48|36|20210222095021|Live
19|89|20210222095015|Live
36|56|20210222095012|Live
10|88|20210222095012|Live
74|98|20210222095011|Live
59|59|20210222095004|Playback
12|49|20210222094957|Live
100|67|20210222094948|Live
72|31|20210222094946|Playback
26|44|20210222094943|Live
8|21|20210222094935|Playback
67|96|20210222094927|Live
47|43|20210222094918|Live
79|69|20210222094914|Live
96|73|20210222094913|Playback
48|93|20210222094909|Live
85|63|20210222094907|Live
90|73|20210222094901|Live
21|70|20210222094853|Playback
10|37|20210222094847|Live
45|34|20210222094845|Playback
62|75|20210222094844|Live
56|17|20210222094835|Live
75|41|20210222094834|Playback
21|50|20210222094832|Playback
69|5|20210222094824|Live
15|49|20210222094822|Live
71|16|20210222094820|Live
20|31|20210222094820|Live
36|98|20210222094820|Live
25|92|20210222094817|Live
62|14|20210222094808|Live
34|2|20210222094804|Playback
25|92|20210222094804|Playback
22|84|20210222094804|Live
52|88|20210222094759|Playback
46|66|20210222094752|Live
91|65|20210222094750|Live
38|81|20210222094750|Live
75|13|20210222094742|Live
30|1|20210222094738|Playback
54|29|20210222094736|Live
42|9|20210222094734|Playback
99|91|20210222094734|Live
37|43|20210222094731|Live
33|86|20210222094731|Live
17|18|20210222094722|Playback
53|5|20210222094717|Playback
41|13|20210222094714|Playback
74|5|20210222094713|Live
74|91|20210222094709|Live
36|74|20210222094707|Live
2|30|20210222094702|Live
49|82|20210222094659|Playback
4|43|20210222094654|Playback
81|92|20210222094650|Live
49|85|20210222094643|Live
35|68|20210222094643|Live
83|46|20210222094637|Playback
69|36|20210222094631|Playback
61|0|20210222094622|Live
64|4|20210222094614|Playback
5|86|20210222094611|Live
4|55|20210222094604|Live
28|69|20210222094557|Live
28|89|20210222094553|Playback
5|47|20210222094550|Playback
80|75|20210222094543|Playback
98|20|20210222094540|Playback
24|26|20210222094533|Playback
36|96|20210222094530|Live
27|29|20210222094527|Live
87|42|20210222094527|Live
81|5|20210222094519|Live
56|4|20210222094512|Playback
68|84|20210222094503|Playback
40|30|20210222094502|Playback
11|33|20210222094459|Live
91|22|20210222094451|Live
34|20|20210222094444|Live
50|46|20210222094438|Playback
11|52|20210222094435|Live
43|19|20210222094435|Live
85|10|20210222094426|Live
93|74|20210222094423|Live
68|1|20210222094421|Live
84|83|20210222094417|Playback
15|61|20210222094410|Playback
13|79|20210222094409|Live
89|49|20210222094409|Live
35|43|20210222094407|Playback
80|11|20210222094401|Live
83|80|20210222094400|Live
80|97|20210222094352|Playback
96|18|20210222094343|Live
60|27|20210222094336|Playback
7|96|20210222094332|Live
75|17|20210222094331|Live
76|48|20210222094324|Playback
64|76|20210222094319|Live
35|76|20210222094310|Live
58|86|20210222094303|Live
19|21|20210222094255|Live
44|79|20210222094252|Live
81|17|20210222094249|Playback
17|88|20210222094242|Live
98|82|20210222094233|Playback
13|4|20210222094224|Playback
24|63|20210222094222|Live
22|59|20210222094221|Live
13|16|20210222094220|Live
95|53|20210222094215|Live
31|54|20210222094207|Live
72|53|20210222094158|Live
5|61|20210222094149|Live
19|20|20210222094143|Live
100|76|20210222094141|Playback
44|61|20210222094140|Playback
81|73|20210222094131|Playback
54|44|20210222094130|Live
17|35|20210222094129|Live
27|21|20210222094123|Live
40|6|20210222094122|Live
43|16|20210222094113|Playback
25|47|20210222094104|Playback
37|92|20210222094103|Live
21|86|20210222094054|Live
95|46|20210222094052|Live
19|93|20210222094044|Live
6|32|20210222094035|Playback
4|59|20210222094032|Live
56|95|20210222094031|Live
76|60|20210222094029|Live
4|11|20210222094021|Live
67|73|20210222094013|Live
73|96|20210222094004|Live
20|54|20210222093955|Playback
82|89|20210222093949|Live
1|10|20210222093948|Live
26|11|20210222093947|Playback
64|7|20210222093941|Playback
81|51|20210222093936|Live
7|84|20210222093935|Live
57|25|20210222093929|Live
45|8|20210222093922|Live
98|93|20210222093914|Live
7|50|20210222093907|Live
30|17|20210222093903|Live
39|88|20210222093900|Playback
49|64|20210222093852|Live
95|98|20210222093852|Live
41|27|20210222093846|Live
18|54|20210222093846|Playback
74|16|20210222093838|Live
97|99|20210222093834|Playback
63|32|20210222093828|Live
59|56|20210222093826|Playback
30|54|20210222093824|Live
69|75|20210222093816|Live
4|90|20210222093808|Playback
71|88|20210222093805|Playback
6|73|20210222093804|Live
52|65|20210222093800|Live
41|90|20210222093756|Playback
49|57|20210222093751|Live
7|80|20210222093749|Live
22|76|20210222093744|Live
34|72|20210222093744|Live
39|70|20210222093741|Live
3|69|20210222093737|Live
28|53|20210222093728|Live
24|27|20210222093727|Playback
81|73|20210222093727|Live
73|34|20210222093726|Playback
54|55|20210222093717|Live
60|43|20210222093713|Playback
31|28|20210222093704|Playback
16|95|20210222093655|Live
89|81|20210222093652|Live
53|37|20210222093648|Live
59|51|20210222093646|Playback
61|14|20210222093638|Playback
37|42|20210222093638|Playback
52|11|20210222093637|Live
55|95|20210222093632|Live
61|84|20210222093631|Live
31|39|20210222093625|Playback
11|58|20210222093621|Live
10|95|20210222093614|Live
52|58|20210222093608|Live
35|39|20210222093604|Live
56|6|20210222093559|Live
19|78|20210222093550|Live
83|16|20210222093543|Live
41|86|20210222093535|Live
58|6|20210222093534|Live
83|29|20210222093527|Playback
2|15|20210222093519|Playback
35|60|20210222093513|Playback
80|82|20210222093513|Live
75|57|20210222093508|Live
49|51|20210222093500|Live
60|74|20210222093452|Playback
47|27|20210222093446|Playback
74|86|20210222093444|Live
69|92|20210222093438|Live
30|24|20210222093438|Live
87|35|20210222093432|Live
98|32|20210222093429|Playback
51|48|20210222093426|Live
40|87|20210222093418|Live
84|71|20210222093415|Playback
75|60|20210222093409|Live
91|90|20210222093408|Live
60|8|20210222093408|Playback
48|3|20210222093408|Live
5|35|20210222093401|Playback
81|0|20210222093401|Live
77|45|20210222093359|Live
3|66|20210222093351|Playback
14|93|20210222093342|Live
63|93|20210222093334|Live
52|94|20210222093328|Playback
26|16|20210222093320|Live
60|42|20210222093311|Live
20|34|20210222093307|Live
70|17|20210222093304|Live
68|13|20210222093301|Live
38|72|20210222093254|Playback
33|12|20210222093246|Live
40|72|20210222093238|Live
66|18|20210222093231|Live
19|9|20210222093231|Playback
31|67|20210222093228|Live
41|53|20210222093224|Live
81|8|20210222093220|Playback
64|93|20210222093217|Live
34|4|20210222093217|Live
54|4|20210222093212|Playback
70|83|20210222093208|Playback
61|45|20210222093206|Playback
86|91|20210222093157|Live
24|91|20210222093150|Playback
96|47|20210222093148|Live
60|20|20210222093141|Playback
29|0|20210222093133|Playback
3|64|20210222093130|Playback
5|44|20210222093128|Live
4|69|20210222093123|Playback
6|22|20210222093123|Live
80|58|20210222093116|Live
5|73|20210222093113|Live
37|30|20210222093106|Live
2|78|20210222093101|Live
43|23|20210222093057|Live
35|60|20210222093057|Live
14|97|20210222093050|Live
94|3|20210222093044|Live
68|2|20210222093036|Live
54|83|20210222093028|Live
53|13|20210222093028|Live
13|72|20210222093028|Live
1|37|20210222093028|Playback
61|33|20210222093026|Live
96|21|20210222093018|Live
70|39|20210222093014|Live
58|91|20210222093010|Playback
29|33|20210222093006|Playback
82|71|20210222093004|Playback
99|82|20210222092955|Live
66|35|20210222092952|Live
14|48|20210222092951|Live
33|65|20210222092946|Live
38|97|20210222092940|Playback
28|58|20210222092934|Playback
45|18|20210222092933|Live
25|51|20210222092933|Live
27|42|20210222092932|Playback
82|67|20210222092927|Live
14|49|20210222092927|Live
99|78|20210222092919|Live
47|98|20210222092914|Live
67|37|20210222092912|Live
50|71|20210222092910|Playback
38|89|20210222092905|Playback
53|5|20210222092903|Live
45|99|20210222092902|Playback
94|87|20210222092856|Live
16|2|20210222092847|Live
44|62|20210222092845|Live
74|38|20210222092836|Playback
5|75|20210222092833|Playback
33|81|20210222092824|Playback
42|42|20210222092821|Live
3|10|20210222092818|Live
12|55|20210222092818|Live
53|43|20210222092812|Playback
61|0|20210222092807|Live
31|12|20210222092759|Live
57|64|20210222092759|Playback
13|79|20210222092759|Live
17|95|20210222092753|Live
27|40|20210222092752|Live
51|68|20210222092752|Live
9|8|20210222092745|Playback
54|1|20210222092744|Live
92|11|20210222092744|Live
94|31|20210222092736|Live
75|51|20210222092733|Live
50|1|20210222092731|Live
75|1|20210222092729|Playback
56|23|20210222092724|Live
78|77|20210222092720|Playback
72|29|20210222092716|Playback
54|23|20210222092710|Live
5|67|20210222092708|Live
83|18|20210222092704|Live
61|72|20210222092702|Playback
9|77|20210222092657|Live
40|76|20210222092657|Live
10|22|20210222092649|Live
26|15|20210222092641|Live
33|73|20210222092635|Live
56|70|20210222092627|Live
81|55|20210222092622|Live
15|39|20210222092618|Playback
89|36|20210222092612|Live
56|87|20210222092608|Live
58|99|20210222092603|Live
88|92|20210222092558|Live
61|27|20210222092555|Live
29|33|20210222092552|Playback
76|70|20210222092544|Playback
35|7|20210222092535|Live
53|87|20210222092529|Live
12|27|20210222092529|Live
62|73|20210222092520|Playback
95|40|20210222092519|Playback
57|83|20210222092518|Playback
20|31|20210222092512|Live
29|3|20210222092503|Live
41|75|20210222092455|Live
7|49|20210222092450|Playback
6|69|20210222092445|Live
18|82|20210222092442|Live
26|66|20210222092437|Playback
23|52|20210222092429|Live
71|61|20210222092429|Live
100|94|20210222092429|Live
38|56|20210222092423|Live
36|62|20210222092414|Live
24|76|20210222092413|Playback
33|84|20210222092407|Live
41|3|20210222092406|Live
77|26|20210222092402|Playback
28|99|20210222092354|Live
49|31|20210222092353|Live
45|38|20210222092347|Live
48|62|20210222092339|Live
41|25|20210222092332|Live
80|86|20210222092328|Playback
41|95|20210222092324|Live
59|93|20210222092318|Live
2|41|20210222092315|Playback
16|99|20210222092312|Live
50|13|20210222092312|Live
99|93|20210222092311|Live
85|92|20210222092307|Live
79|52|20210222092301|Live
84|81|20210222092258|Playback
55|77|20210222092258|Live
30|74|20210222092249|Playback
24|73|20210222092249|Live
45|60|20210222092246|Live
52|43|20210222092244|Live
5|96|20210222092243|Live
66|63|20210222092237|Live
28|82|20210222092236|Playback
11|50|20210222092227|Live
70|82|20210222092224|Live
18|69|20210222092224|Playback
31|12|20210222092216|Live
12|61|20210222092213|Live
51|34|20210222092204|Live
53|81|20210222092203|Live
81|90|20210222092200|Live
24|89|20210222092156|Live
72|31|20210222092154|Live
18|23|20210222092150|Playback
19|52|20210222092150|Live
3|85|20210222092142|Live
30|10|20210222092134|Playback
31|32|20210222092127|Live
69|52|20210222092118|Live
94|61|20210222092118|Live
56|79|20210222092117|Live
48|83|20210222092110|Playback
29|61|20210222092108|Live
57|85|20210222092101|Playback
35|0|20210222092058|Live
97|82|20210222092049|Live
30|5|20210222092049|Live
81|78|20210222092049|Live
72|19|20210222092040|Live
47|85|20210222092035|Playback
61|31|20210222092028|Playback
62|32|20210222092021|Live
20|19|20210222092016|Live
83|97|20210222092014|Playback
3|13|20210222092009|Live
8|4|20210222092005|Playback
90|18|20210222092002|Live
49|82|20210222091959|Live
96|33|20210222091959|Live
57|94|20210222091951|Playback
20|79|20210222091950|Live
65|84|20210222091946|Live
5|43|20210222091939|Live
61|35|20210222091938|Live
89|1|20210222091935|Playback
40|68|20210222091932|Playback
65|68|20210222091927|Live
55|76|20210222091919|Playback
71|86|20210222091915|Live
54|8|20210222091906|Live
6|56|20210222091859|Live
22|99|20210222091856|Playback
94|64|20210222091848|Live
93|53|20210222091840|Playback
73|0|20210222091839|Live
92|4|20210222091838|Live
10|82|20210222091838|Live
96|59|20210222091837|Live
84|91|20210222091834|Live
8|49|20210222091826|Live
59|66|20210222091825|Live
23|12|20210222091825|Live
62|80|20210222091822|Live
52|76|20210222091813|Live
63|83|20210222091809|Live
33|38|20210222091803|Playback
87|86|20210222091801|Live
90|56|20210222091757|Playback
58|48|20210222091751|Live
76|21|20210222091743|Live
42|9|20210222091736|Live
2|3|20210222091732|Live
64|11|20210222091726|Live
17|50|20210222091721|Live
5|18|20210222091712|Playback
81|79|20210222091708|Playback
51|50|20210222091705|Playback
74|96|20210222091658|Live
20|75|20210222091652|Live
68|69|20210222091647|Live
65|56|20210222091639|Live
66|34|20210222091631|Playback
32|90|20210222091630|Live
82|36|20210222091628|Live
16|75|20210222091625|Playback
14|14|20210222091616|Playback
77|97|20210222091610|Live
76|66|20210222091610|Playback
65|58|20210222091604|Live
38|86|20210222091557|Live
15|44|20210222091556|Playback
51|7|20210222091554|Live
23|24|20210222091548|Live
64|97|20210222091542|Live
12|96|20210222091537|Live
7|62|20210222091530|Playback
47|51|20210222091526|Live
66|14|20210222091518|Playback
39|53|20210222091515|Playback
8|78|20210222091513|Live
51|33|20210222091510|Playback
3|27|20210222091501|Live
17|40|20210222091453|Live
84|5|20210222091451|Live
82|20|20210222091446|Live
66|74|20210222091440|Live
10|48|20210222091440|Playback
79|34|20210222091436|Playback
4|45|20210222091435|Playback
84|27|20210222091432|Playback
36|0|20210222091426|Playback
5|80|20210222091423|Live
19|52|20210222091418|Live
38|87|20210222091413|Live
82|99|20210222091409|Live
82|80|20210222091402|Live
31|29|20210222091402|Playback
8|57|20210222091358|Live
98|33|20210222091353|Live
36|66|20210222091344|Playback
16|9|20210222091335|Playback
2|92|20210222091326|Playback
10|83|20210222091319|Live
26|11|20210222091312|Live
31|8|20210222091311|Playback
88|53|20210222091304|Live
17|39|20210222091258|Live
98|14|20210222091252|Live
8|80|20210222091244|Playback
65|88|20210222091236|Playback
63|75|20210222091227|Live
75|11|20210222091223|Playback
60|84|20210222091216|Live
35|52|20210222091208|Live
52|77|20210222091200|Live
38|2|20210222091200|Live
91|89|20210222091152|Live
56|5|20210222091150|Live
12|13|20210222091142|Live
33|12|20210222091136|Live
43|79|20210222091131|Live
20|76|20210222091131|Live
100|96|20210222091131|Playback
26|62|20210222091128|Live
22|67|20210222091128|Live
51|58|20210222091120|Live
13|30|20210222091113|Live
95|66|20210222091112|Playback
70|73|20210222091112|Playback
98|63|20210222091105|Live
15|28|20210222091100|Playback
84|44|20210222091053|Live
64|67|20210222091051|Playback
77|36|20210222091050|Live
46|77|20210222091046|Live
78|82|20210222091043|Live
51|15|20210222091042|Live
82|72|20210222091042|Playback
64|92|20210222091036|Live
89|45|20210222091034|Playback
61|65|20210222091026|Live
84|69|20210222091021|Playback
64|55|20210222091015|Live
14|90|20210222091011|Playback
6|9|20210222091006|Playback
68|19|20210222091004|Live
91|53|20210222091003|Playback
81|94|20210222090956|Live
50|56|20210222090956|Live
54|51|20210222090949|Playback
14|80|20210222090947|Live
99|44|20210222090940|Live
13|87|20210222090940|Live
3|28|20210222090931|Playback
49|11|20210222090924|Playback
72|18|20210222090922|Live
49|97|20210222090916|Live
12|64|20210222090910|Playback
24|59|20210222090902|Playback
84|71|20210222090856|Playback
98|60|20210222090855|Playback
64|7|20210222090852|Live
97|73|20210222090843|Live
13|81|20210222090834|Playback
1|39|20210222090833|Live
54|58|20210222090833|Live
7|17|20210222090826|Live
23|11|20210222090819|Live
69|9|20210222090816|Live
72|32|20210222090807|Live
3|72|20210222090803|Live
69|19|20210222090755|Live
71|55|20210222090752|Live
27|64|20210222090744|Playback
21|70|20210222090737|Playback
86|88|20210222090728|Live
56|41|20210222090726|Live
81|24|20210222090723|Live
47|19|20210222090716|Live
100|76|20210222090713|Playback
12|57|20210222090706|Live
52|78|20210222090702|Live
64|89|20210222090700|Live
2|30|20210222090651|Live
41|89|20210222090644|Live
79|78|20210222090639|Playback
26|31|20210222090630|Live
50|49|20210222090629|Live
33|65|20210222090621|Live
13|93|20210222090620|Live
60|32|20210222090614|Playback
58|22|20210222090613|Live
31|81|20210222090611|Playback
92|26|20210222090602|Live
67|68|20210222090554|Live
83|16|20210222090552|Playback
26|50|20210222090545|Live
54|51|20210222090541|Playback
35|8|20210222090540|Live
84|10|20210222090532|Live
46|49|20210222090526|Live
26|64|20210222090523|Playback
86|82|20210222090514|Playback
42|3|20210222090514|Live
17|4|20210222090509|Live
3|94|20210222090509|Playback
91|48|20210222090509|Live
86|84|20210222090509|Live
79|20|20210222090502|Playback
70|4|20210222090501|Live
16|72|20210222090452|Live
52|57|20210222090447|Live
4|65|20210222090443|Live
95|37|20210222090438|Live
51|30|20210222090435|Playback
65|99|20210222090431|Live
77|75|20210222090430|Playback
96|94|20210222090425|Live
3|19|20210222090421|Playback
81|18|20210222090416|Live
74|7|20210222090413|Live
60|32|20210222090407|Live
84|38|20210222090358|Live
49|99|20210222090354|Live
48|53|20210222090347|Live
3|67|20210222090347|Live
61|6|20210222090345|Playback
61|54|20210222090338|Live
15|23|20210222090331|Live
80|3|20210222090330|Playback
13|45|20210222090325|Live
37|29|20210222090322|Playback
36|79|20210222090317|Playback
33|46|20210222090311|Playback
74|30|20210222090311|Live
15|82|20210222090302|Live
52|44|20210222090253|Live
3|42|20210222090251|Live
78|63|20210222090251|Live
31|63|20210222090245|Live
18|21|20210222090241|Playback
96|35|20210222090240|Playback
40|39|20210222090238|Live
36|8|20210222090235|Live
75|7|20210222090231|Playback
23|50|20210222090230|Live
35|28|20210222090229|Playback
9|67|20210222090222|Live
81|26|20210222090222|Live
93|34|20210222090214|Live
41|29|20210222090213|Playback
80|58|20210222090204|Live
55|8|20210222090200|Live
66|53|20210222090156|Live
85|3|20210222090152|Live
100|47|20210222090146|Live
9|51|20210222090143|Playback
4|51|20210222090138|Live
1|51|20210222090136|Playback
7|15|20210222090131|Live
73|54|20210222090123|Playback
97|17|20210222090117|Live
62|5|20210222090111|Live
43|49|20210222090103|Live
99|8|20210222090057|Live
96|66|20210222090050|Live
46|69|20210222090049|Playback
37|63|20210222090047|Playback
63|18|20210222090044|Live
44|17|20210222090035|Live
1|10|20210222090029|Live
44|32|20210222090029|Live
2|44|20210222090020|Live
14|96|20210222090012|Live
82|65|20210222090009|Playback
97|30|20210222090003|Live
72|12|20210222085955|Playback
11|85|20210222085946|Playback
43|29|20210222085945|Playback
37|41|20210222085945|Playback
74|56|20210222085940|Live
46|87|20210222085933|Playback
60|5|20210222085933|Playback
4|76|20210222085924|Playback
56|27|20210222085924|Live
85|41|20210222085920|Live
94|11|20210222085914|Playback
67|34|20210222085909|Live
15|36|20210222085905|Live
12|77|20210222085900|Playback
48|66|20210222085856|Live
70|49|20210222085853|Live
12|56|20210222085850|Playback
28|9|20210222085850|Live
65|19|20210222085849|Live
42|57|20210222085841|Playback
22|91|20210222085840|Live
20|37|20210222085838|Live
19|79|20210222085833|Live
87|34|20210222085829|Live
50|63|20210222085821|Live
6|10|20210222085819|Playback
48|35|20210222085818|Live
53|16|20210222085817|Live
6|50|20210222085814|Live
69|71|20210222085805|Live
76|37|20210222085802|Playback
6|2|20210222085758|Live
96|31|20210222085754|Live
11|51|20210222085748|Live
51|25|20210222085743|Live
70|37|20210222085742|Playback
51|97|20210222085738|Live
5|43|20210222085737|Live
87|8|20210222085736|Live
33|17|20210222085733|Live
66|89|20210222085729|Live
57|39|20210222085729|Live
55|93|20210222085723|Playback
95|51|20210222085721|Live
74|43|20210222085714|Playback
6|82|20210222085714|Live
25|7|20210222085707|Live
70|47|20210222085705|Live
